"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Myanmar","Urban population (1000 inhab)",2002,12912.214,,2007,13924.916,,2012,14921.72,,2017,16183.083,,,,
"Myanmar","Population density (inhab/km2)",2002,70.5038073279,,2007,73.3405385832,,2012,75.9894529922,,2017,78.8947031613,,,,
"Myanmar","GDP per capita (current US$/inhab)",2002,219.963624,,2007,370.793923,,2012,1196.664441,,2017,1245.826398,,,,
"Myanmar","Human Development Index (HDI) [highest = 1] (-)",2002,0.441,,2007,0.49,,2012,0.541,,2017,0.577,,,,
"Myanmar","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,2012,0.4396666667,,2017,0.4134,,,,
"Myanmar","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,697.9082775918,,2007,672.9223587167,,2012,649.4649753303,,2017,625.5118365237,,,,
"Myanmar","Total population with access to safe drinking-water (JMP) (%)",2002,68.9,,2007,74.6,,2012,80.3,,2017,80.6,,,,
"Myanmar","Rural population with access to safe drinking-water (JMP) (%)",2002,62.3,,2007,68.4,,2012,74.4,,2017,74.4,,,,
"Myanmar","Urban population with access to safe drinking-water (JMP) (%)",2002,86.0,,2007,89.3,,2012,92.7,,2017,92.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Namibia","Rural population (1000 inhab)",2002,1299.607,,2007,1277.117,,2012,1274.757,,2017,1292.108,,,,
"Namibia","Urban population (1000 inhab)",2002,662.54,,2007,802.798,,2012,989.177,,2017,1241.686,,,,
"Namibia","Population density (inhab/km2)",2002,2.2462033993,,2007,2.4342330976,,2012,2.6626345097,,2017,2.914790911,,,,
"Namibia","GDP per capita (current US$/inhab)",2002,1669.424049,,2007,4202.531843,,2012,5749.426723,,2017,5354.102245,,,,
"Namibia","Human Development Index (HDI) [highest = 1] (-)",2002,0.54,,2007,0.558,,2012,0.612,,2017,0.643,,,,
"Namibia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.5126,,2007,0.4902,,2012,0.457,,2017,0.401,,,,
"Namibia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,155.5476221467,,2007,143.5325145999,,2012,131.2202618664,,2017,119.8684942727,,,,
"Namibia","Total population with access to safe drinking-water (JMP) (%)",2002,80.3,,2007,84.8,,2012,88.8,,2017,91.0,,,,
"Namibia","Rural population with access to safe drinking-water (JMP) (%)",2002,71.0,,2007,76.3,,2012,81.5,,2017,84.6,,,,
"Namibia","Urban population with access to safe drinking-water (JMP) (%)",2002,98.5,,2007,98.4,,2012,98.2,,2017,98.2,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Nauru","Rural population (1000 inhab)",2002,0.0,,2007,0.0,,2012,0.0,,2017,0.0,,,,
"Nauru","Urban population (1000 inhab)",2002,10.08,,2007,10.002,,2012,10.478,,2017,11.359,,,,
"Nauru","Population density (inhab/km2)",2002,505.1,,2007,492.1,,2012,507.0,,2017,528.65,,,,
"Nauru","GDP per capita (current US$/inhab)",2002,1891.17425,,2007,2310.694716,,2012,11503.873371,,2017,11778.667437,,,,
"Nauru","Human Development Index (HDI) [highest = 1] (-)",,,,,,,,,,,,,,,
"Nauru","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Nauru","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,,,,,,,,,
"Nauru","Total population with access to safe drinking-water (JMP) (%)",2002,93.6,,2007,94.9,,2012,96.3,,2017,96.5,,,,
"Nauru","Rural population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,
"Nauru","Urban population with access to safe drinking-water (JMP) (%)",2002,93.6,,2007,94.9,,2012,96.3,,2017,96.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Nepal","Rural population (1000 inhab)",2002,21068.143,,2007,22078.011,,2012,22822.896,,2017,23638.57,,,,
"Nepal","Urban population (1000 inhab)",2002,3498.199,,2007,4136.836,,2012,4827.029,,2017,5666.428,,,,
"Nepal","Population density (inhab/km2)",2002,167.9958350319,,2007,179.2538456312,,2012,183.3752072292,,2017,187.7475268379,,,,
"Nepal","GDP per capita (current US$/inhab)",2002,240.15081,,2007,418.036765,,2012,648.364406,,2017,873.142986,,,,
"Nepal","Human Development Index (HDI) [highest = 1] (-)",2002,0.456,,2007,0.49,,2012,0.548,,2017,0.574,,,,
"Nepal","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.6468,,2007,0.5764,,2012,0.4846666667,,2017,0.4886,,,,
"Nepal","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,385.6864782438,,2007,359.976152447,,2012,351.8856809305,,2017,343.6908637276,,,,
"Nepal","Total population with access to safe drinking-water (JMP) (%)",2002,79.2,,2007,84.1,,2012,88.9,,2017,91.6,,,,
"Nepal","Rural population with access to safe drinking-water (JMP) (%)",2002,76.8,,2007,82.5,,2012,88.3,,2017,91.8,,,,
"Nepal","Urban population with access to safe drinking-water (JMP) (%)",2002,93.8,,2007,92.7,,2012,91.6,,2017,90.9,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Netherlands","Rural population (1000 inhab)",2002,3364.924,,2007,2552.168,,2012,1915.976,,2017,1520.119,,,,
"Netherlands","Urban population (1000 inhab)",2002,12745.431,,2007,13954.888,,2012,14873.119,,2017,15515.819,,,,
"Netherlands","Population density (inhab/km2)",2002,387.9209005538,,2007,397.3677178623,,2012,404.2330284064,,2017,455.2379513239,,,,
"Netherlands","GDP per capita (current US$/inhab)",2002,29275.296448,,2007,51337.92634,,2012,49971.204939,,2017,48947.679998,,,,
"Netherlands","Human Development Index (HDI) [highest = 1] (-)",2002,0.879,,2007,0.904,,2012,0.921,,2017,0.932,,,,
"Netherlands","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.0744,,2007,0.0614,,2012,0.0546666667,,2017,0.0624,,,,
"Netherlands","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,593.8633878645,,2007,663.3021650964,,2012,638.595889432,,2017,944.4904683513,,,,
"Netherlands","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Netherlands","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Netherlands","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"New Zealand","Rural population (1000 inhab)",2002,548.484,,2007,578.237,,2012,618.306,,2017,636.894,,,,
"New Zealand","Urban population (1000 inhab)",2002,3414.722,,2007,3654.914,,2012,3849.437,,2017,4068.924,,,,
"New Zealand","Population density (inhab/km2)",2002,14.8041014531,,2007,15.8120578238,,2012,16.6914086138,,2017,17.5639087072,,,,
"New Zealand","GDP per capita (current US$/inhab)",2002,15775.204078,,2007,32438.85871,,2012,39436.665572,,2017,43651.468216,,,,
"New Zealand","Human Development Index (HDI) [highest = 1] (-)",2002,0.882,,2007,0.894,,2012,0.905,,2017,0.92,,,,
"New Zealand","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.1918,,2007,0.195,,2012,0.1893333333,,2017,0.1572,,,,
"New Zealand","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,817.7025896519,,2007,1176.7530993048,,2012,1163.9364550224,,2017,1106.1170548746,,,,
"New Zealand","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"New Zealand","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"New Zealand","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Nicaragua","Rural population (1000 inhab)",2002,2302.257,,2007,2411.595,,2012,2508.971,,2017,2592.801,,,,
"Nicaragua","Urban population (1000 inhab)",2002,2869.477,,2007,3110.511,,2012,3368.137,,2017,3624.78,,,,
"Nicaragua","Population density (inhab/km2)",2002,40.0347319169,,2007,42.8783845977,,2012,45.888824116,,2017,48.9748101557,,,,
"Nicaragua","GDP per capita (current US$/inhab)",2002,1006.686197,,2007,1344.301422,,2012,1792.04082,,2017,2226.522932,,,,
"Nicaragua","Human Development Index (HDI) [highest = 1] (-)",2002,0.581,,2007,0.602,,2012,0.625,,2017,0.653,,,,
"Nicaragua","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.5188,,2012,0.4736666667,,2017,0.4485,,,,
"Nicaragua","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,279.1793448177,,2007,274.0760153523,,2012,258.1852548572,,2017,241.916563062,,,,
"Nicaragua","Total population with access to safe drinking-water (JMP) (%)",2002,80.1,,2007,83.1,,2012,86.2,,2017,87.0,,,,
"Nicaragua","Rural population with access to safe drinking-water (JMP) (%)",2002,61.6,,2007,65.1,,2012,68.7,,2017,69.4,,,,
"Nicaragua","Urban population with access to safe drinking-water (JMP) (%)",2002,95.1,,2007,97.0,,2012,98.9,,2017,99.3,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Niger","Rural population (1000 inhab)",2002,10221.895,,2007,12287.148,,2012,14856.997,,2017,17965.903,,,,
"Niger","Urban population (1000 inhab)",2002,1984.107,,2007,2381.19,,2012,2874.637,,2017,3511.445,,,,
"Niger","Population density (inhab/km2)",2002,9.6211389108,,2007,11.5906858721,,2012,14.0451539069,,2017,17.0500252565,,,,
"Niger","GDP per capita (current US$/inhab)",2002,234.133939,,2007,389.140907,,2012,521.714768,,2017,520.085384,,,,
"Niger","Human Development Index (HDI) [highest = 1] (-)",2002,0.263,,2007,0.295,,2012,0.338,,2017,0.373,,,,
"Niger","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.7824,,2007,0.71525,,2012,0.680875,,2017,0.7132,,,,
"Niger","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,74.9894401001,,2007,72.1818350063,,2012,70.3035629625,,2017,81.0512470338,,,,
"Niger","Total population with access to safe drinking-water (JMP) (%)",2002,45.7,,2007,50.8,,2012,56.2,,2017,58.2,,,,
"Niger","Rural population with access to safe drinking-water (JMP) (%)",2002,38.7,,2007,42.8,,2012,47.0,,2017,48.6,,,,
"Niger","Urban population with access to safe drinking-water (JMP) (%)",2002,81.3,,2007,89.7,,2012,98.2,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Nigeria","Rural population (1000 inhab)",2002,81692.471,,2007,86650.758,,2012,91602.273,,2017,96361.295,,,,
"Nigeria","Urban population (1000 inhab)",2002,46974.239,,2007,59766.266,,2012,75695.011,,2017,94525.016,,,,
"Nigeria","Population density (inhab/km2)",2002,139.2078937398,,2007,158.4160310467,,2012,181.0286045228,,2017,206.6242073243,,,,
"Nigeria","GDP per capita (current US$/inhab)",2002,741.340571,,2007,1882.470079,,2012,2745.866303,,2017,1968.552472,,,,
"Nigeria","Human Development Index (HDI) [highest = 1] (-)",2002,,,2007,0.479,,2012,0.502,,2017,0.533,,,,
"Nigeria","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Nigeria","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,84.0865470887,,2007,81.5525616763,,2012,74.5983972114,,2017,65.3575102438,,,,
"Nigeria","Total population with access to safe drinking-water (JMP) (%)",2002,54.2,,2007,60.1,,2012,65.5,,2017,68.5,,,,
"Nigeria","Rural population with access to safe drinking-water (JMP) (%)",2002,40.3,,2007,46.8,,2012,53.4,,2017,57.3,,,,
"Nigeria","Urban population with access to safe drinking-water (JMP) (%)",2002,78.5,,2007,79.4,,2012,80.3,,2017,80.8,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Niue","Rural population (1000 inhab)",2002,1.183,,2007,1.051,,2012,0.97,,2017,0.905,,,,
"Niue","Urban population (1000 inhab)",2002,0.606,,2007,0.6,,2012,0.653,,2017,0.713,,,,
"Niue","Population density (inhab/km2)",2002,6.8884615385,,2007,6.3192307692,,2012,6.1923076923,,2017,6.1884615385,,,,
"Niue","GDP per capita (current US$/inhab)",,,,,,,,,,,,,,,
"Niue","Human Development Index (HDI) [highest = 1] (-)",,,,,,,,,,,,,,,
"Niue","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Niue","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,,,,,,,,,
"Niue","Total population with access to safe drinking-water (JMP) (%)",2002,98.9,,2007,98.7,,2012,98.6,,2017,98.5,,,,
"Niue","Rural population with access to safe drinking-water (JMP) (%)",2002,98.9,,2007,98.7,,2012,98.6,,2017,98.6,,,,
"Niue","Urban population with access to safe drinking-water (JMP) (%)",2002,98.9,,2007,98.8,,2012,98.5,,2017,98.4,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"North Macedonia","Rural population (1000 inhab)",2002,857.876,,2007,882.7,,2012,889.234,,2017,880.172,,,,
"North Macedonia","Urban population (1000 inhab)",2002,1191.052,,2007,1182.758,,2012,1184.802,,2017,1202.988,,,,
"North Macedonia","Population density (inhab/km2)",2002,79.6938156359,,2007,80.3355114741,,2012,80.6798133022,,2017,80.9800077791,,,,
"North Macedonia","GDP per capita (current US$/inhab)",2002,1961.196241,,2007,4036.143377,,2012,4698.697277,,2017,5427.843757,,,,
"North Macedonia","Human Development Index (HDI) [highest = 1] (-)",2002,0.679,,2007,0.713,,2012,0.74,,2017,0.758,,,,
"North Macedonia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.1636,,,,
"North Macedonia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,309.0396539068,,2007,266.8698854377,,2012,822.5512684414,,2017,399.8697832591,,,,
"North Macedonia","Total population with access to safe drinking-water (JMP) (%)",2002,99.3,,2007,99.3,,2012,99.4,,2017,99.4,,,,
"North Macedonia","Rural population with access to safe drinking-water (JMP) (%)",2002,98.5,,2007,98.6,,2012,98.8,,2017,98.9,,,,
"North Macedonia","Urban population with access to safe drinking-water (JMP) (%)",2002,99.8,,2007,99.8,,2012,99.8,,2017,99.8,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Norway","Rural population (1000 inhab)",2002,1057.72,,2007,1027.294,,2012,1008.706,,2017,961.814,,,,
"Norway","Urban population (1000 inhab)",2002,3488.299,,2007,3692.354,,2012,4003.301,,2017,4343.569,,,,
"Norway","Population density (inhab/km2)",2002,11.802323589,,2007,12.2524585908,,2012,13.0165351264,,2017,13.749262736,,,,
"Norway","GDP per capita (current US$/inhab)",2002,43010.094074,,2007,84951.119269,,2012,101657.143964,,2017,75092.402428,,,,
"Norway","Human Development Index (HDI) [highest = 1] (-)",2002,0.918,,2007,0.938,,2012,0.942,,2017,0.953,,,,
"Norway","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.0976,,2007,0.081,,2012,0.0703333333,,2017,0.0674,,,,
"Norway","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,561.8416590742,,2007,641.2041186574,,2012,544.8860314789,,2017,508.1258215601,,,,
"Norway","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Norway","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Norway","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Oman","Rural population (1000 inhab)",2002,664.6,,2007,704.911,,2012,777.34,,2017,762.22,,,,
"Oman","Urban population (1000 inhab)",2002,1669.685,,2007,1957.851,,2012,2687.304,,2017,3874.042,,,,
"Oman","Population density (inhab/km2)",2002,7.5439676898,,2007,8.5853247173,,2012,11.3021938611,,2017,15.0756962843,,,,
"Oman","GDP per capita (current US$/inhab)",2002,8629.090353,,2007,15805.160014,,2012,22083.382863,,2017,17099.281186,,,,
"Oman","Human Development Index (HDI) [highest = 1] (-)",2002,0.725,,2007,0.764,,2012,0.804,,2017,0.833,,,,
"Oman","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.2753,,,,
"Oman","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,571.3409552101,,2007,580.0934682845,,2012,519.4067859357,,2017,401.2063623785,,,,
"Oman","Total population with access to safe drinking-water (JMP) (%)",2002,85.5,,2007,89.4,,2012,93.3,,2017,93.4,,,,
"Oman","Rural population with access to safe drinking-water (JMP) (%)",2002,77.2,,2007,81.7,,2012,86.1,,2017,86.1,,,,
"Oman","Urban population with access to safe drinking-water (JMP) (%)",2002,88.8,,2007,92.1,,2012,95.5,,2017,95.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Pakistan","Rural population (1000 inhab)",2002,96368.659,,2007,105200.045,,2012,114917.348,,2017,125220.255,,,,
"Pakistan","Urban population (1000 inhab)",2002,48285.484,,2007,55132.929,,2012,62994.185,,2017,71795.7,,,,
"Pakistan","Population density (inhab/km2)",2002,187.8529079261,,2007,210.7877213918,,2012,235.2469903278,,2017,261.1558962442,,,,
"Pakistan","GDP per capita (current US$/inhab)",2002,555.48465,,2007,948.800465,,2012,1206.451626,,2017,1538.413187,,,,
"Pakistan","Human Development Index (HDI) [highest = 1] (-)",2002,0.464,,2007,0.511,,2012,0.533,,2017,0.558,,,,
"Pakistan","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.5922,,2012,0.5623333333,,2017,0.5359,,,,
"Pakistan","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,1170.9251172018,,2007,1084.2518601828,,2012,979.5486631686,,2017,882.3690301621,,,,
"Pakistan","Total population with access to safe drinking-water (JMP) (%)",2002,88.9,,2007,89.9,,2012,90.9,,2017,91.4,,,,
"Pakistan","Rural population with access to safe drinking-water (JMP) (%)",2002,85.7,,2007,87.3,,2012,88.9,,2017,89.9,,,,
"Pakistan","Urban population with access to safe drinking-water (JMP) (%)",2002,95.2,,2007,94.7,,2012,94.2,,2017,93.9,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Palau","Rural population (1000 inhab)",2002,5.902,,2007,5.501,,2012,4.942,,2017,4.484,,,,
"Palau","Urban population (1000 inhab)",2002,13.672,,2007,14.615,,2012,15.816,,2017,17.245,,,,
"Palau","Population density (inhab/km2)",2002,42.6891304348,,2007,41.647826087,,2012,38.347826087,,2017,38.7130434783,,,,
"Palau","GDP per capita (current US$/inhab)",2002,8256.615919,,2007,9675.396003,,2012,10169.734271,,2017,13176.940954,,,,
"Palau","Human Development Index (HDI) [highest = 1] (-)",2002,0.745,,2007,0.766,,2012,0.787,,2017,0.811,,,,
"Palau","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Palau","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,,,,,,,,,
"Palau","Total population with access to safe drinking-water (JMP) (%)",2002,93.1,,2007,94.8,,2012,95.3,,2017,95.3,,,,
"Palau","Rural population with access to safe drinking-water (JMP) (%)",2002,82.0,,2007,86.0,,2012,86.0,,2017,86.0,,,,
"Palau","Urban population with access to safe drinking-water (JMP) (%)",2002,97.2,,2007,97.0,,2012,97.0,,2017,97.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Palestine","Rural population (1000 inhab)",2002,932.313,,2007,994.598,,2012,1090.093,,2017,1186.188,,,,
"Palestine","Urban population (1000 inhab)",2002,2446.736,,2007,2757.268,,2012,3204.867,,2017,3734.536,,,,
"Palestine","Population density (inhab/km2)",2002,561.4890365449,,2007,623.9966777409,,2012,704.5802325581,,2017,788.5759136213,,,,
