

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Nicaragua",558,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.9380622417,"E","","0"
"Nicaragua",558,"SDG 6.4.2. Water Stress",4550,2012,2.6924284717,"E","","0"
"Nicaragua",558,"SDG 6.4.1. Water Use Efficiency",4551,2012,5.3530149796,"I","","0"
"Niger",562,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,4.0945341818,"I","","0"
"Niger",562,"SDG 6.4.2. Water Stress",4550,2012,5.9479048161,"E","","0"
"Niger",562,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.0860209126,"I","","0"
"Nigeria",566,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,4.357791754,"E","","0"
"Nigeria",566,"SDG 6.4.2. Water Stress",4550,2012,9.6682170543,"E","","0"
"Nigeria",566,"SDG 6.4.1. Water Use Efficiency",4551,2012,26.3975108892,"I","","0"
"North Macedonia",807,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,9.8875,"I","","0"
"North Macedonia",807,"SDG 6.4.2. Water Stress",4550,2012,15.3146176186,"E","","0"
"North Macedonia",807,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.2552897346,"I","","0"
"Norway",578,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.6951145038,"E","","0"
"Norway",578,"SDG 6.4.2. Water Stress",4550,2012,2.0774144487,"E","","0"
"Norway",578,"SDG 6.4.1. Water Use Efficiency",4551,2012,119.0860277365,"I","","0"
"Oman",512,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,113.5142857143,"I","","0"
"Oman",512,"SDG 6.4.2. Water Stress",4550,2012,113.5142857143,"I","","0"
"Oman",512,"SDG 6.4.1. Water Use Efficiency",4551,2012,32.8511570615,"E","","0"
"Pakistan",586,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,76.1264181524,"E","","0"
"Pakistan",586,"SDG 6.4.2. Water Stress",4550,2012,115.2567327158,"E","","0"
"Pakistan",586,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.1621977963,"I","","0"
"Palestine",275,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,42.5567502987,"E","","0"
"Palestine",275,"SDG 6.4.2. Water Stress",4550,2012,50.8058764798,"E","","0"
"Palestine",275,"SDG 6.4.1. Water Use Efficiency",4551,2012,31.3426418746,"I","","0"
"Panama",591,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.8295047761,"I","","0"
"Panama",591,"SDG 6.4.2. Water Stress",4550,2012,0.8595160171,"E","","0"
"Panama",591,"SDG 6.4.1. Water Use Efficiency",4551,2012,36.7229002365,"I","","0"
"Papua New Guinea",598,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.0489513109,"I","","0"
"Papua New Guinea",598,"SDG 6.4.2. Water Stress",4550,2012,0.1322428331,"E","","0"
"Paraguay",600,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.6222760915,"E","","0"
"Paraguay",600,"SDG 6.4.2. Water Stress",4550,2012,1.835399711,"E","","0"
"Paraguay",600,"SDG 6.4.1. Water Use Efficiency",4551,2012,10.6603089351,"I","","0"
"Peru",604,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.7890094691,"I","","0"
"Peru",604,"SDG 6.4.2. Water Stress",4550,2012,2.764021787,"E","","0"
"Peru",604,"SDG 6.4.1. Water Use Efficiency",4551,2012,10.0227466917,"I","","0"
"Philippines",608,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,17.588308977,"E","","0"
"Philippines",608,"SDG 6.4.2. Water Stress",4550,2012,25.7560379089,"E","","0"
"Philippines",608,"SDG 6.4.1. Water Use Efficiency",4551,2012,2.6574265845,"E","","0"
"Poland",616,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,18.958677686,"E","","0"
"Poland",616,"SDG 6.4.2. Water Stress",4550,2012,39.7023191416,"E","","0"
"Poland",616,"SDG 6.4.1. Water Use Efficiency",4551,2012,33.0296056669,"I","","0"
"Portugal",620,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,11.8165374677,"I","","0"
"Portugal",620,"SDG 6.4.2. Water Stress",4550,2012,18.3765320474,"E","","0"
"Portugal",620,"SDG 6.4.1. Water Use Efficiency",4551,2012,15.1270504846,"I","","0"
"Puerto Rico",630,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,13.523943662,"I","","0"
"Puerto Rico",630,"SDG 6.4.2. Water Stress",4550,2012,21.4378209422,"E","","0"
"Puerto Rico",630,"SDG 6.4.1. Water Use Efficiency",4551,2012,27.5714993049,"I","","0"
"Qatar",634,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,424.224137931,"I","","0"
"Qatar",634,"SDG 6.4.2. Water Stress",4550,2012,424.224137931,"I","","0"
"Qatar",634,"SDG 6.4.1. Water Use Efficiency",4551,2012,196.2363892209,"E","","0"
"Republic of Korea",410,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,41.8895265423,"I","","0"
"Republic of Korea",410,"SDG 6.4.2. Water Stress",4550,2012,85.2218330414,"E","","0"
"Republic of Korea",410,"SDG 6.4.1. Water Use Efficiency",4551,2012,44.1303838698,"I","","0"
"Republic of Moldova",498,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,6.9274653627,"E","","0"
"Republic of Moldova",498,"SDG 6.4.2. Water Stress",4550,2012,12.6225126225,"E","","0"
"Republic of Moldova",498,"SDG 6.4.1. Water Use Efficiency",4551,2012,5.8264573034,"E","","0"
"Romania",642,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,3.0574029527,"E","","0"
"Romania",642,"SDG 6.4.2. Water Stress",4550,2012,6.0687201573,"E","","0"
"Romania",642,"SDG 6.4.1. Water Use Efficiency",4551,2012,20.5744070321,"I","","0"
"Russian Federation",643,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.4142255623,"E","","0"
"Russian Federation",643,"SDG 6.4.2. Water Stress",4550,2012,4.0700946615,"E","","0"
"Russian Federation",643,"SDG 6.4.1. Water Use Efficiency",4551,2012,18.5229885602,"I","","0"
"Rwanda",646,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.3827067669,"E","","0"
"Rwanda",646,"SDG 6.4.2. Water Stress",4550,2012,6.0894039735,"E","","0"
"Rwanda",646,"SDG 6.4.1. Water Use Efficiency",4551,2012,23.6423686777,"I","","0"
"Saint Kitts and Nevis",659,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,50.8333333333,"E","","0"
"Saint Kitts and Nevis",659,"SDG 6.4.2. Water Stress",4550,2012,50.8333333333,"E","","0"
"Saint Lucia",662,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,14.3,"I","","0"
"Saint Lucia",662,"SDG 6.4.2. Water Stress",4550,2012,14.3,"I","","0"
"Saint Vincent and the Grenadines",670,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,8.1,"I","","0"
"Saint Vincent and the Grenadines",670,"SDG 6.4.2. Water Stress",4550,2012,8.1,"I","","0"
"Sao Tome and Principe",678,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.6057040287,"I","","0"
"Sao Tome and Principe",678,"SDG 6.4.2. Water Stress",4550,2012,1.6057040287,"I","","0"
"Saudi Arabia",682,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,900.1041666667,"E","","0"
"Saudi Arabia",682,"SDG 6.4.2. Water Stress",4550,2012,900.1041666667,"E","","0"
"Saudi Arabia",682,"SDG 6.4.1. Water Use Efficiency",4551,2012,28.2665234348,"E","","0"
"Senegal",686,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,5.699127534,"I","","0"
"Senegal",686,"SDG 6.4.2. Water Stress",4550,2012,11.8072833599,"E","","0"
"Senegal",686,"SDG 6.4.1. Water Use Efficiency",4551,2012,5.4564985641,"E","","0"
"Serbia",688,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.7145499383,"E","","0"
"Serbia",688,"SDG 6.4.2. Water Stress",4550,2012,4.962245013,"E","","0"
"Serbia",688,"SDG 6.4.1. Water Use Efficiency",4551,2012,7.2466783533,"E","","0"
"Seychelles",690,"SDG 6.4.1. Water Use Efficiency",4551,2012,71.1458193251,"I","","0"
"Sierra Leone",694,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.132625,"I","","0"
"Sierra Leone",694,"SDG 6.4.2. Water Stress",4550,2012,0.4957943925,"E","","0"
"Sierra Leone",694,"SDG 6.4.1. Water Use Efficiency",4551,2012,9.4140474749,"I","","0"
"Singapore",702,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,160.0334166667,"E","","0"
"Singapore",702,"SDG 6.4.2. Water Stress",4550,2012,160.0334166667,"E","","0"
"Slovakia",703,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.3279441118,"E","","0"
"Slovakia",703,"SDG 6.4.2. Water Stress",4550,2012,2.8627366609,"E","","0"
"Slovakia",703,"SDG 6.4.1. Water Use Efficiency",4551,2012,108.7740526291,"I","","0"
"Slovenia",705,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.9118293066,"E","","0"
"Slovenia",705,"SDG 6.4.2. Water Stress",4550,2012,6.2745098039,"E","","0"
"Slovenia",705,"SDG 6.4.1. Water Use Efficiency",4551,2012,37.9139917706,"I","","0"
"Somalia",706,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,22.4353741497,"I","","0"
"Somalia",706,"SDG 6.4.2. Water Stress",4550,2012,24.527740592,"E","","0"
"Somalia",706,"SDG 6.4.1. Water Use Efficiency",4551,2012,0.1713671063,"I","","0"
"South Africa",710,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,26.6089431503,"E","","0"
"South Africa",710,"SDG 6.4.2. Water Stress",4550,2012,43.7518165472,"E","","0"
"South Africa",710,"SDG 6.4.1. Water Use Efficiency",4551,2012,17.3926519125,"I","","0"
"South Sudan",728,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.3292929293,"E","","0"
"South Sudan",728,"SDG 6.4.2. Water Stress",4550,2012,4.2260757868,"E","","0"
"South Sudan",728,"SDG 6.4.1. Water Use Efficiency",4551,2012,11.6068469126,"I","","0"
"Spain",724,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,32.9596412556,"E","","0"
"Spain",724,"SDG 6.4.2. Water Stress",4550,2012,50.1022494888,"E","","0"
"Spain",724,"SDG 6.4.1. Water Use Efficiency",4551,2012,28.3873264219,"E","","0"
"Sri Lanka",144,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,24.5189393939,"I","","0"
"Sri Lanka",144,"SDG 6.4.2. Water Stress",4550,2012,90.7854137447,"E","","0"
"Sri Lanka",144,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.8683935116,"I","","0"
"Sudan",729,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,71.2566137566,"E","","0"
"Sudan",729,"SDG 6.4.2. Water Stress",4550,2012,118.6563876652,"E","","0"
"Sudan",729,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.9294939362,"I","","0"
"Suriname",740,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.6221212121,"I","","0"
"Suriname",740,"SDG 6.4.2. Water Stress",4550,2012,3.950609365,"E","","0"
"Suriname",740,"SDG 6.4.1. Water Use Efficiency",4551,2012,7.1201213616,"E","","0"
"Sweden",752,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.4732183908,"I","","0"
"Sweden",752,"SDG 6.4.2. Water Stress",4550,2012,3.698989899,"E","","0"
"Sweden",752,"SDG 6.4.1. Water Use Efficiency",4551,2012,157.928767326,"I","","0"
"Switzerland",756,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,3.746728972,"E","","0"
"Switzerland",756,"SDG 6.4.2. Water Stress",4550,2012,7.6449275362,"E","","0"
"Switzerland",756,"SDG 6.4.1. Water Use Efficiency",4551,2012,308.0980372238,"I","","0"
"Syrian Arab Republic",760,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,83.1115343411,"E","","0"
"Syrian Arab Republic",760,"SDG 6.4.2. Water Stress",4550,2012,124.360138926,"E","","0"
"Syrian Arab Republic",760,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.68147902,"I","","0"
"Tajikistan",762,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,48.7363456565,"I","","0"
"Tajikistan",762,"SDG 6.4.2. Water Stress",4550,2012,70.4455293135,"E","","0"
"Tajikistan",762,"SDG 6.4.1. Water Use Efficiency",4551,2012,0.4869254339,"I","","0"
"Thailand",764,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,13.0655935797,"I","","0"
"Thailand",764,"SDG 6.4.2. Water Stress",4550,2012,23.0139351833,"E","","0"
"Thailand",764,"SDG 6.4.1. Water Use Efficiency",4551,2012,6.1969818512,"I","","0"
"Timor-Leste",626,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,14.2665855143,"I","","0"
"Timor-Leste",626,"SDG 6.4.2. Water Stress",4550,2012,28.2682103232,"E","","0"
"Timor-Leste",626,"SDG 6.4.1. Water Use Efficiency",4551,2012,3.2346131556,"I","","0"
"Togo",768,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.5170068027,"E","","0"
"Togo",768,"SDG 6.4.2. Water Stress",4550,2012,3.391634981,"E","","0"
"Togo",768,"SDG 6.4.1. Water Use Efficiency",4551,2012,9.9737062253,"I","","0"
"Trinidad and Tobago",780,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,8.7552083333,"I","","0"
"Trinidad and Tobago",780,"SDG 6.4.2. Water Stress",4550,2012,20.3264812576,"E","","0"
"Trinidad and Tobago",780,"SDG 6.4.1. Water Use Efficiency",4551,2012,61.7795588333,"E","","0"
"Tunisia",788,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,75.3087757313,"I","","0"
"Tunisia",788,"SDG 6.4.2. Water Stress",4550,2012,88.2487367646,"E","","0"
"Tunisia",788,"SDG 6.4.1. Water Use Efficiency",4551,2012,10.1770006641,"I","","0"
"Turkey",792,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,23.870510397,"E","","0"
"Turkey",792,"SDG 6.4.2. Water Stress",4550,2012,37.5176409418,"E","","0"
"Turkey",792,"SDG 6.4.1. Water Use Efficiency",4551,2012,11.6023415939,"I","","0"
"Turkmenistan",795,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,112.517666061,"I","","0"
"Turkmenistan",795,"SDG 6.4.2. Water Stress",4550,2012,143.5600206079,"E","","0"
"Turkmenistan",795,"SDG 6.4.1. Water Use Efficiency",4551,2012,0.9818410845,"E","","0"
"Uganda",800,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.0599001664,"I","","0"
"Uganda",800,"SDG 6.4.2. Water Stress",4550,2012,5.8279963403,"E","","0"
"Uganda",800,"SDG 6.4.1. Water Use Efficiency",4551,2012,22.7785215923,"I","","0"
"Ukraine",804,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,7.3451049749,"I","","0"
"Ukraine",804,"SDG 6.4.2. Water Stress",4550,2012,16.6811350091,"E","","0"
"Ukraine",804,"SDG 6.4.1. Water Use Efficiency",4551,2012,6.4646250414,"I","","0"
"United Arab Emirates",784,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1798.3636363636,"I","","0"
"United Arab Emirates",784,"SDG 6.4.2. Water Stress",4550,2012,1798.3636363636,"I","","0"
"United Arab Emirates",784,"SDG 6.4.1. Water Use Efficiency",4551,2012,77.7944071919,"E","","0"
"United Kingdom",826,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,5.4537414966,"E","","0"
"United Kingdom",826,"SDG 6.4.2. Water Stress",4550,2012,13.6692242114,"E","","0"
"United Kingdom",826,"SDG 6.4.1. Water Use Efficiency",4551,2012,294.9111556918,"I","","0"
"United Republic of Tanzania",834,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,5.384855095,"I","","0"
"United Republic of Tanzania",834,"SDG 6.4.2. Water Stress",4550,2012,12.9632408102,"E","","0"
"United Republic of Tanzania",834,"SDG 6.4.1. Water Use Efficiency",4551,2012,5.221776937,"E","","0"
"United States of America",840,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,13.9797473024,"E","","0"
"United States of America",840,"SDG 6.4.2. Water Stress",4550,2012,27.1887480805,"E","","0"
"United States of America",840,"SDG 6.4.1. Water Use Efficiency",4551,2012,35.842019001,"I","","0"
"Uruguay",858,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.1254355401,"I","","0"
"Uruguay",858,"SDG 6.4.2. Water Stress",4550,2012,9.7860962567,"E","","0"
"Uruguay",858,"SDG 6.4.1. Water Use Efficiency",4551,2012,11.2327595642,"I","","0"
"Uzbekistan",860,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,102.6623922879,"I","","0"
"Uzbekistan",860,"SDG 6.4.2. Water Stress",4550,2012,143.8804448268,"E","","0"
"Uzbekistan",860,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.0639287288,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.7072528302,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"SDG 6.4.2. Water Stress",4550,2012,7.5403666667,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"SDG 6.4.1. Water Use Efficiency",4551,2012,15.3340280903,"I","","0"
"Viet Nam",704,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,9.2591503416,"I","","0"
"Viet Nam",704,"SDG 6.4.2. Water Stress",4550,2012,18.1303153792,"E","","0"
"Viet Nam",704,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.7514425983,"I","","0"
"Yemen",887,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,169.7619047619,"I","","0"
"Yemen",887,"SDG 6.4.2. Water Stress",4550,2012,169.7619047619,"I","","0"
"Yemen",887,"SDG 6.4.1. Water Use Efficiency",4551,2012,10.705401948,"I","","0"
"Zambia",894,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.5,"I","","0"
"Zambia",894,"SDG 6.4.2. Water Stress",4550,2012,2.8354978355,"E","","0"
"Zambia",894,"SDG 6.4.1. Water Use Efficiency",4551,2012,10.2959792142,"I","","0"
"Zimbabwe",716,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,17.303125,"I","","0"
"Zimbabwe",716,"SDG 6.4.2. Water Stress",4550,2012,32.4880304168,"E","","0"
"Zimbabwe",716,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.3991599192,"I","","0"
"Afghanistan",4,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,31.0454615031,"I","","0"
"Afghanistan",4,"SDG 6.4.2. Water Stress",4550,2017,54.7570194384,"E","","0"
"Afghanistan",4,"SDG 6.4.1. Water Use Efficiency",4551,2017,0.9237777733,"I","","0"
"Albania",8,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,3.9337748344,"E","","0"
"Albania",8,"SDG 6.4.2. Water Stress",4550,2017,7.1394230769,"E","","0"
"Albania",8,"SDG 6.4.1. Water Use Efficiency",4551,2017,6.6569071373,"I","","0"
"Algeria",12,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,84.0147424359,"E","","0"
"Algeria",12,"SDG 6.4.2. Water Stress",4550,2017,137.9203602082,"E","","0"
"Algeria",12,"SDG 6.4.1. Water Use Efficiency",4551,2017,14.3546195882,"E","","0"
"Angola",24,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,0.4755390836,"I","","0"
"Angola",24,"SDG 6.4.2. Water Stress",4550,2017,1.8718832891,"E","","0"
"Angola",24,"SDG 6.4.1. Water Use Efficiency",4551,2017,142.4678361857,"I","","0"
"Antigua and Barbuda",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,8.4615384615,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.2. Water Stress",4550,2017,8.4615384615,"I","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Water Use Efficiency",4551,2017,109.8390234755,"I","","0"
